this_week	last_week	end_2013	country	flag_url	name	player_url	avg_points	total_points	event_played_divisor	points_lost	points_gained	events_played_actual
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Koichi Kitamura	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15176	-	-	40	-	-	13
1567	1567	1508	TPE	http://www.owgr.com/styles/img/flags/TPE.png	Lee Kuan-Hung	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15177	-	-	40	-	-	3
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	CJ Gatto	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14318	-	-	40	-	-	5
1567	1567	""	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Kim Woo-Jung	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14322	-	-	40	-	-	4
1567	1567	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Lee Joung-Wook	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14325	-	-	40	-	-	1
1567	1567	1508	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Liang Ding Feng	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14326	-	-	40	-	-	7
1567	1567	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Song Ho Wook	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14331	-	-	40	-	-	6
1567	1567	""	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Wei Peng	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14333	-	-	40	-	-	1
1567	1567	1508	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Zhi Xie	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14334	-	-	40	-	-	9
1567	1567	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Yu Gyoung Yoon	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14336	-	-	40	-	-	18
1567	1567	1508	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Zhang Chang Lei	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14337	-	-	40	-	-	3
1567	1567	1508	TPE	http://www.owgr.com/styles/img/flags/TPE.png	Tseng Hong-Sheng	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14281	-	-	40	-	-	17
1567	1567	""	TPE	http://www.owgr.com/styles/img/flags/TPE.png	Chun-kang HUNG	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14283	-	-	40	-	-	2
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Takaya Onoda(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14308	-	-	40	-	-	1
1567	1567	1508	MAS	http://www.owgr.com/styles/img/flags/MAS.png	Daniel Ng	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14346	-	-	40	-	-	18
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	James Carr	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14352	-	-	40	-	-	8
1567	1567	1464	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Leighton Lyle	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14354	-	-	40	-0.27	-	7
1567	1567	1508	ZAM	http://www.owgr.com/styles/img/flags/ZAM.png	Kangwine Chiluba	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14360	-	-	40	-	-	5
1567	1567	1508	ZIM	http://www.owgr.com/styles/img/flags/ZIM.png	Brian Gondo	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14362	-	-	40	-	-	2
1567	1567	1508	IND	http://www.owgr.com/styles/img/flags/IND.png	Pawan Kumar	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14291	-	-	40	-	-	4
1567	1567	1508	IND	http://www.owgr.com/styles/img/flags/IND.png	Arshdeep Tiwana	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14292	-	-	40	-	-	7
1567	1567	1508	IND	http://www.owgr.com/styles/img/flags/IND.png	Karan Vasudeva	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14293	-	-	40	-	-	5
1567	1567	""	USA	http://www.owgr.com/styles/img/flags/USA.png	Paul Apyan	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14294	-	-	40	-	-	8
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Matt Hughes	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14296	-	-	40	-	-	2
1567	1567	1508	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Johannes van der Walt	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14298	-	-	40	-	-	12
1567	1567	1508	DEN	http://www.owgr.com/styles/img/flags/DEN.png	Daniel Lokke	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14287	-	-	40	-	-	3
1567	1567	1455	SCO	http://www.owgr.com/styles/img/flags/SCO.png	Gavin Dear	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14289	-	-	40	-0.29	-	2
1567	1567	1508	TPE	http://www.owgr.com/styles/img/flags/TPE.png	Huang Tae	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14255	-	-	40	-	-	12
1567	1567	1508	NEP	http://www.owgr.com/styles/img/flags/NEP.png	Shivaram Shrestha	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14260	-	-	40	-	-	4
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Blake Trimble	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14274	-	-	40	-	-	1
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Motonari Nakagawa	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14275	-	-	40	-	-	9
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Yuto Soeda(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14276	-	-	40	-	-	4
1567	1567	""	USA	http://www.owgr.com/styles/img/flags/USA.png	Colin Biles	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14080	-	-	40	-	-	1
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Bo Hoag	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14081	-	-	40	-	-	21
1567	1567	1508	FIN	http://www.owgr.com/styles/img/flags/FIN.png	Miro Veijalainen	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14121	-	-	40	-	-	3
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Mark Sheftic	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14125	-	-	40	-	-	1
1567	1567	1508	THA	http://www.owgr.com/styles/img/flags/THA.png	Pattaraphol Khanthacha	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14130	-	-	40	-	-	5
1567	1567	1508	THA	http://www.owgr.com/styles/img/flags/THA.png	Pravee Visalkit	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14137	-	-	40	-	-	10
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Mike Van Sickle	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14083	-	-	40	-	-	2
1567	1567	1508	CZE	http://www.owgr.com/styles/img/flags/CZE.png	Stanislav Matus	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14086	-	-	40	-	-	14
1567	1567	1508	CZE	http://www.owgr.com/styles/img/flags/CZE.png	Lukas Tintera	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14091	-	-	40	-	-	12
1567	1567	1508	SVK	http://www.owgr.com/styles/img/flags/SVK.png	Juraj Zvarik(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14092	-	-	40	-	-	2
1567	1567	1508	TPE	http://www.owgr.com/styles/img/flags/TPE.png	Tung HSIEH	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14095	-	-	40	-	-	6
1567	1567	1508	CAN	http://www.owgr.com/styles/img/flags/CAN.png	Robbie Greenwell	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14102	-	-	40	-	-	7
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Nick Travers	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14109	-	-	40	-	-	3
1567	1567	1508	MAS	http://www.owgr.com/styles/img/flags/MAS.png	Mohd Iylia Jamil	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14112	-	-	40	-	-	18
1567	1567	1508	THA	http://www.owgr.com/styles/img/flags/THA.png	Prin Sirisommai(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14115	-	-	40	-	-	5
1567	1567	1508	FIN	http://www.owgr.com/styles/img/flags/FIN.png	Janne Kaske(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14117	-	-	40	-	-	2
1567	1567	""	USA	http://www.owgr.com/styles/img/flags/USA.png	Harry Higgs	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14140	-	-	40	-	-	1
1567	1567	""	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Akinori Morii(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14155	-	-	40	-	-	1
1567	1567	""	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Tadanori Shibata	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14164	-	-	40	-	-	1
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Akira Teranishi(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14167	-	-	40	-	-	3
1567	1567	""	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Keita Tokunaga(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14168	-	-	40	-	-	1
1567	1567	1508	NED	http://www.owgr.com/styles/img/flags/NED.png	Sven Maurits(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14182	-	-	40	-	-	2
1567	1567	""	USA	http://www.owgr.com/styles/img/flags/USA.png	Tyler Brown	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14184	-	-	40	-	-	7
1567	1567	""	USA	http://www.owgr.com/styles/img/flags/USA.png	Jesse Larson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14188	-	-	40	-	-	1
1567	1567	1508	AUT	http://www.owgr.com/styles/img/flags/AUT.png	Alex Kleszcz(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14193	-	-	40	-	-	3
1567	1567	1508	CAN	http://www.owgr.com/styles/img/flags/CAN.png	David Markle	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14206	-	-	40	-	-	11
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Jinichiro Kozuma	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14209	-	-	40	-	-	15
1567	1567	1508	MEX	http://www.owgr.com/styles/img/flags/MEX.png	Ismael Estrada	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14214	-	-	40	-	-	1
1567	1567	1508	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Deng Le-Jun	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14230	-	-	40	-	-	1
1567	1567	1508	AUT	http://www.owgr.com/styles/img/flags/AUT.png	Robin Goger(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14240	-	-	40	-	-	1
1567	1567	1508	RUS	http://www.owgr.com/styles/img/flags/RUS.png	Konstantine Lifanov	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14242	-	-	40	-	-	3
1567	1567	1425	RSA	http://www.owgr.com/styles/img/flags/RSA.png	JG Claassen	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14392	-	-	45	-0.55	-	45
1567	1567	1508	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Mark Fensham	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14394	-	-	40	-	-	4
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Daniel Brunson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14398	-	-	40	-	-	14
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Taihei Sato(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14371	-	-	40	-	-	2
1567	1567	1508	NZL	http://www.owgr.com/styles/img/flags/NZL.png	Ben Campbell	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14373	-	-	40	-	-	16
1567	1567	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	An Do-eun	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14380	-	-	40	-	-	9
1567	1567	1508	THA	http://www.owgr.com/styles/img/flags/THA.png	Wongsakorn Choowong(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14383	-	-	40	-	-	1
1567	1567	1508	THA	http://www.owgr.com/styles/img/flags/THA.png	Noppawut Lapanupat	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14384	-	-	40	-	-	1
1567	1567	1508	NZL	http://www.owgr.com/styles/img/flags/NZL.png	Scott Hill	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14390	-	-	40	-	-	2
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Nick Mason	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14405	-	-	40	-	-	1
1567	1567	1508	UAE	http://www.owgr.com/styles/img/flags/UAE.png	Ahmed Almusharrekh	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14407	-	-	40	-	-	2
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Joshua Wooding	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14413	-	-	40	-	-	5
1567	1567	1470	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Kunal Bhasin	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14420	-	-	40	-0.24	-	18
1567	1567	1489	ARG	http://www.owgr.com/styles/img/flags/ARG.png	Federico Damus	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14445	-	-	40	-0.16	-	10
1567	1567	1508	ARG	http://www.owgr.com/styles/img/flags/ARG.png	Leonardo Di Marino	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14446	-	-	40	-	-	2
1567	1567	1508	COL	http://www.owgr.com/styles/img/flags/COL.png	Giovanni Agudelo	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14442	-	-	40	-	-	2
1567	1567	1447	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Johannes Erasmus	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14427	-	-	40	-0.33	-	19
1567	1567	1477	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Derik Ferreira	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14431	-	-	40	-0.20	-	30
1567	1567	1508	COL	http://www.owgr.com/styles/img/flags/COL.png	Oscar Patino	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14448	-	-	40	-	-	2
1567	1567	""	USA	http://www.owgr.com/styles/img/flags/USA.png	Eric Morales	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14455	-	-	40	-	-	1
1567	1567	""	TPE	http://www.owgr.com/styles/img/flags/TPE.png	Tsai Tsung-yu(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14504	-	-	40	-	-	2
1567	1567	1508	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Zhang Jin(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14505	-	-	40	-	-	8
1567	1567	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Han Sung-Man	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14531	-	-	40	-	-	2
1567	1567	1508	ZIM	http://www.owgr.com/styles/img/flags/ZIM.png	Greg Bentley	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14536	-	-	40	-	-	13
1567	1567	1508	ZIM	http://www.owgr.com/styles/img/flags/ZIM.png	Davison Elijah	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14539	-	-	40	-	-	2
1567	1567	1508	ZIM	http://www.owgr.com/styles/img/flags/ZIM.png	Dale Howie	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14540	-	-	40	-	-	3
1567	1567	1508	ZIM	http://www.owgr.com/styles/img/flags/ZIM.png	Julius Kamalizeni	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14543	-	-	40	-	-	1
1567	1567	1508	GER	http://www.owgr.com/styles/img/flags/GER.png	Ryan Lang	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14545	-	-	40	-	-	2
1567	1567	1508	ZIM	http://www.owgr.com/styles/img/flags/ZIM.png	Mohammad Mandhu	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14547	-	-	40	-	-	6
1567	1567	1508	ZIM	http://www.owgr.com/styles/img/flags/ZIM.png	Trainos Muradzikwa	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14549	-	-	40	-	-	3
1567	1567	1508	ZIM	http://www.owgr.com/styles/img/flags/ZIM.png	Nyasha Muyambo	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14550	-	-	40	-	-	3
1567	1567	1508	ZIM	http://www.owgr.com/styles/img/flags/ZIM.png	Clive Nguru(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14551	-	-	40	-	-	2
1567	1567	1508	ZIM	http://www.owgr.com/styles/img/flags/ZIM.png	Robson Saurombe	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14552	-	-	40	-	-	3
1567	1567	1508	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Coenie Stoop	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14553	-	-	40	-	-	10
1567	1567	1508	ZIM	http://www.owgr.com/styles/img/flags/ZIM.png	Scott Vincent(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14559	-	-	40	-	-	1
1567	1567	1508	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Akil Yousuf	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14560	-	-	40	-	-	1
1567	1567	1508	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Xu Wang	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14484	-	-	40	-	-	9
1567	1567	1508	POR	http://www.owgr.com/styles/img/flags/POR.png	Ricardo Melo(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14488	-	-	40	-	-	2
1567	1567	1508	MYA	http://www.owgr.com/styles/img/flags/MYA.png	Kyaw Thiha	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14492	-	-	40	-	-	1
1567	1567	1508	MYA	http://www.owgr.com/styles/img/flags/MYA.png	Naing Niang Lin	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14493	-	-	40	-	-	1
1567	1567	1508	MYA	http://www.owgr.com/styles/img/flags/MYA.png	Soe Moe Win	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14495	-	-	40	-	-	1
1567	1567	1508	MYA	http://www.owgr.com/styles/img/flags/MYA.png	Yan Myo Aye	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14497	-	-	40	-	-	1
1567	1567	""	USA	http://www.owgr.com/styles/img/flags/USA.png	Casey Clendenon	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14460	-	-	40	-	-	7
1567	1567	1508	KEN	http://www.owgr.com/styles/img/flags/KEN.png	Sullivan Muthugia(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14464	-	-	40	-	-	2
1567	1567	1508	KEN	http://www.owgr.com/styles/img/flags/KEN.png	Njuguna Ngugi	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14465	-	-	40	-	-	5
1567	1567	1508	KEN	http://www.owgr.com/styles/img/flags/KEN.png	Boniface Simwa(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14468	-	-	40	-	-	2
1567	1567	""	KEN	http://www.owgr.com/styles/img/flags/KEN.png	Massimo Vinaccia	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14469	-	-	40	-	-	1
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Anthony Choat	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14470	-	-	40	-	-	6
1567	1567	1508	IND	http://www.owgr.com/styles/img/flags/IND.png	Kapil Kumar	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14472	-	-	40	-	-	6
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Taylor Cooper	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14477	-	-	40	-	-	3
1567	1567	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Hong Sung-min	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14605	-	-	40	-	-	20
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Eric Atsma	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14574	-	-	40	-	-	14
1567	1567	1466	USA	http://www.owgr.com/styles/img/flags/USA.png	Ben Briscoe	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14576	-	-	40	-0.25	-	17
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Brian Prouty	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14570	-	-	40	-	-	23
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Phillip Mollica	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14620	-	-	40	-	-	13
1567	1567	1508	ESP	http://www.owgr.com/styles/img/flags/ESP.png	Antonio Ferrer(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14622	-	-	40	-	-	1
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Yuki Sato	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14630	-	-	40	-	-	5
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Sachio Sugiyama	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14631	-	-	40	-	-	3
1567	1567	""	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Naoki Watanuki	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14632	-	-	40	-	-	1
1567	1567	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Kim Hee-mun	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14607	-	-	40	-	-	3
1567	1567	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Kim Hyung-min	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14608	-	-	40	-	-	2
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Creighton Honeck	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14511	-	-	40	-	-	20
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Michael Jensen	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14513	-	-	40	-	-	1
1567	1567	""	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Yosuke Iwamoto	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14564	-	-	40	-	-	1
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Hisaki Sahashi	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14580	-	-	40	-	-	1
1567	1567	""	TUR	http://www.owgr.com/styles/img/flags/TUR.png	Aytekin Akyurek	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14581	-	-	40	-	-	1
1567	1567	""	TUR	http://www.owgr.com/styles/img/flags/TUR.png	Erkan Demirci	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14583	-	-	40	-	-	1
1567	1567	""	TUR	http://www.owgr.com/styles/img/flags/TUR.png	Bekir Kara	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14586	-	-	40	-	-	1
1567	1567	""	TUR	http://www.owgr.com/styles/img/flags/TUR.png	Bulent Karatas	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14587	-	-	40	-	-	1
1567	1567	""	TUR	http://www.owgr.com/styles/img/flags/TUR.png	Ulas Karatas	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14589	-	-	40	-	-	1
1567	1567	""	TUR	http://www.owgr.com/styles/img/flags/TUR.png	Cahit Kaya	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14590	-	-	40	-	-	1
1567	1567	1508	TUR	http://www.owgr.com/styles/img/flags/TUR.png	Hamza Sayin	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14593	-	-	40	-	-	9
1567	1567	1399	ITA	http://www.owgr.com/styles/img/flags/ITA.png	Domenico Geminiani	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14596	-	-	40	-0.52	-	29
1567	1567	1508	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Kirianu Blais	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14597	-	-	40	-	-	3
1567	1567	1508	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Clement Gallois	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14598	-	-	40	-	-	1
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Shoji Sakamoto	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14662	-	-	40	-	-	2
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Grant Leaver	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14682	-	-	40	-	-	2
1567	1567	1508	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Johann Lopez Lazzaro	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14684	-	-	40	-	-	6
